WMD 1.0
ROOM 0,7,6
5,3,0,GLASS_TILE|INVERT
5,3,1,PLANT
5,4,0,GLASS_TILE
5,8,0,GLASS_TILE
5,9,0,INSET_WALL
5,9,1,INSET_WALL
6,0,0,CTRL1
6,0,1,TRANSP_WALL
6,1,0,STAIRN|INVERT
6,2,0,STAIRN|INVERT
6,3,0,SOLIDBRICK|INVERT
6,4,0,GLASS_TILE
6,8,0,GLASS_TILE
6,9,0,INSET_WALL
6,9,1,INSET_WALL
7,0,0,CTRL1
7,3,0,STAIRS|INVERT
7,4,0,GLASS_TILE
7,8,0,GLASS_TILE
7,9,0,INSET_WALL
7,9,1,INSET_WALL
8,0,0,CTRL1
8,3,0,STAIRS|INVERT
8,4,0,GLASS_TILE
8,8,0,GLASS_TILE
8,9,0,INSET_WALL
8,9,1,INSET_WALL
9,0,0,CTRL1
9,3,0,STAIRS|INVERT
9,4,0,GLASS_TILE
9,8,0,GLASS_TILE
9,9,0,INSET_WALL
9,9,1,INSET_WALL
ROOM 66,6,6
0,0,0,CTRL1
0,3,0,STAIRS|INVERT
0,4,0,GLASS_TILE
0,8,0,GLASS_TILE
0,9,0,INSET_WALL
0,9,1,INSET_WALL
1,0,0,CTRL1
1,3,0,STAIRS|INVERT
1,4,0,GLASS_TILE
1,8,0,GLASS_TILE
1,9,0,INSET_WALL
1,9,1,INSET_WALL
2,0,0,CTRL1
2,3,0,STAIRS|INVERT
2,4,0,GLASS_TILE
2,8,0,GLASS_TILE
2,9,0,INSET_WALL
2,9,1,INSET_WALL
3,0,0,CTRL1
3,1,0,CHAIR_SE
3,1,1,FOLDED_TOWEL
3,3,0,STAIRS|INVERT
3,4,0,GLASS_TILE
3,8,0,GLASS_TILE
3,9,0,INSET_WALL
3,9,1,INSET_WALL
4,0,0,CTRL1
4,1,0,CHAIR_SE
4,1,1,CHAIR_SE
4,3,0,STAIRS|INVERT
4,4,0,GLASS_TILE
4,8,0,GLASS_TILE
4,9,0,INSET_WALL
4,9,1,INSET_WALL
5,0,0,CTRL1
5,3,0,STAIRS|INVERT
5,4,0,GLASS_TILE
5,8,0,GLASS_TILE
5,9,0,INSET_WALL
5,9,1,INSET_WALL
6,0,0,CTRL1
6,3,0,STAIRS|INVERT
6,4,0,GLASS_TILE
6,4,1,PLANT
6,5,0,GLASS_TILE
6,6,0,GLASS_TILE
6,7,0,GLASS_TILE
6,8,0,GLASS_TILE
6,8,1,PLANT
6,9,0,INSET_WALL
6,9,1,INSET_WALL
7,0,0,CTRL1
7,4,0,STAIRN|INVERT
7,5,0,STAIRN|INVERT
7,6,0,STAIRN|INVERT
7,7,0,STAIRN|INVERT
7,8,0,STAIRN|INVERT
7,9,0,INSET_WALL
7,9,1,INSET_WALL
8,0,0,CTRL1
8,2,0,COR_DOOR|INVERT|SPECIAL
8,2,3,DOORJAMB|INVERT
8,9,0,INSET_WALL
9,1,0,INSETEDGE|INVERT
9,3,0,INSET_CORNER|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 67,7,6
0,1,0,WALL|INVERT
0,2,0,COR_DOOR|INVERT|SPECIAL
0,2,3,DOORJAMB|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,9,0,INSET_WALL
2,0,0,WALLCURVE1|INVERT
2,9,0,INSET_WCV2|INVERT
4,4,0,INFO|SPECIAL
6,0,0,INSET_WALL|INVERT
6,1,0,INSET_WCV2
6,9,0,INSET_WCV1
7,2,0,INSET_WALL
7,9,0,INSET_WALL
8,2,0,INSET_WALL|INVERT
8,3,0,INSET_WALL|INVERT
8,4,0,INSET_WALL|INVERT
8,5,0,INSET_WALL|INVERT
8,6,0,INSET_WALL|INVERT
8,7,0,INSET_WALL|INVERT
8,8,0,INSET_WALL|INVERT
ROOM 80,6,6
0,1,0,WALL|INVERT
0,2,0,RED|INVERT
0,3,0,WALL|INVERT
0,3,2,WINDOW|INVERT
0,4,0,WALL|INVERT
0,4,2,WINDOW|INVERT
0,5,0,WALL|INVERT
0,5,2,WINDOW|INVERT
0,6,0,WALL|INVERT
0,6,2,WINDOW|INVERT
0,7,0,RED|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,PLANT
1,3,0,SOFA_SW
1,4,0,SOFA_SW
1,5,0,SOFA_SW
1,6,0,SOFA_SW
1,9,0,INSET_CORNER
2,0,0,STORECUPBOARD
2,9,0,INSET_WALL
3,0,0,WALLCURVE1
3,9,0,INSET_WCV2|INVERT
4,4,0,SOFA_SW
4,5,0,SOFA_SW
5,4,0,SOFA_SW
5,5,0,SOFA_SW
6,4,0,SOFA_SW
6,5,0,SOFA_SW
7,0,0,WALLCURVE2|INVERT
7,9,0,INSET_WCV1|INVERT
8,0,0,STORECUPBOARD
8,9,0,INSET_WALL
9,0,0,STORECUPBOARD
9,6,0,INSET_WCV1|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 81,7,6
0,0,0,STORECUPBOARD
0,6,0,INSET_WALL
1,0,0,STORECUPBOARD
1,5,0,SOFA_SW|INVERT
1,6,0,INSET_WALL
2,0,0,STORECUPBOARD
2,5,0,SOFA_SW|INVERT
2,6,0,INSET_WALL
3,0,0,STORECUPBOARD
3,5,0,SOFA_SW|INVERT
3,6,0,INSET_WALL
4,0,0,STORECUPBOARD
4,6,0,INSET_WALL
5,0,0,STORECUPBOARD
5,5,0,PLANT|INVERT
5,6,0,INSET_WALL
6,0,0,STORECUPBOARD
6,6,0,INSET_WALL
7,0,0,STORECUPBOARD
7,5,0,SOFA_SW|INVERT
7,6,0,INSET_WALL
8,0,0,STORECUPBOARD
8,5,0,SOFA_SW|INVERT
8,6,0,INSET_WALL
9,0,0,STORECUPBOARD
9,5,0,SOFA_SW|INVERT
9,6,0,INSET_WALL
ROOM 82,7,6
0,0,0,STORECUPBOARD
0,5,0,SOFA_SW|INVERT
0,6,0,INSET_WALL
1,0,0,STORECUPBOARD
1,5,0,SOFA_SW|INVERT
1,6,0,INSET_WALL
2,0,0,STORECUPBOARD
2,5,0,SOFA_SW|INVERT
2,6,0,INSET_WALL
3,0,0,STORECUPBOARD
3,5,0,SOFA_SW|INVERT
3,6,0,INSET_WALL
4,0,0,STORECUPBOARD
4,6,0,INSET_WALL
5,0,0,STORECUPBOARD
5,5,0,PLANT|INVERT
5,6,0,INSET_WALL
6,0,0,STORECUPBOARD
6,6,0,INSET_WALL
7,0,0,STORECUPBOARD
7,5,0,SOFA_SW|INVERT
7,6,0,INSET_WALL
8,0,0,WALL
8,1,0,SOFA_SW|INVERT
8,3,0,COR_DOOR|INVERT|SPECIAL
8,3,3,DOORJAMB|INVERT
8,5,0,SOFA_SW|INVERT
8,6,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSETEDGE|INVERT
9,4,0,INSET_CORNER|INVERT
9,5,0,INSET_WALL|INVERT
ROOM 83,6,6
0,2,0,RED|INVERT
0,3,0,COR_DOOR|INVERT|SPECIAL
0,3,3,DOORJAMB|INVERT
0,4,0,RED|INVERT
0,5,0,STORECUPBOARD|INVERT
0,6,0,STORECUPBOARD|INVERT
0,7,0,STORECUPBOARD|INVERT
0,8,0,VDU|INVERT
1,1,0,STORECUPBOARD
1,9,0,INSET_CORNER
2,0,0,WALL|INVERT
2,1,0,WALLCURVE1
2,9,0,INSET_WALL
3,4,0,FOLDED_TOWEL|INVERT
3,4,1,FOLDED_TOWEL|INVERT
3,4,2,FOLDED_TOWEL|INVERT
3,5,0,SOLIDBRICK|INVERT
3,6,0,SOLIDBRICK|INVERT
3,9,0,INSET_WALL
4,4,0,TRESSLE_SHELVES
4,5,0,SOLIDBRICK|INVERT
4,9,0,INSET_WALL
5,0,0,WALL|INVERT
5,4,0,TRESSLE_SHELVES
5,5,0,SOLIDBRICK|INVERT
5,9,0,INSETEDGE
6,1,0,WALLCURVE2|INVERT
6,4,0,TRESSLE_SHELVES|INVERT
6,5,0,SOLIDBRICK|INVERT
6,8,0,COR_DOOR|SPECIAL
6,8,3,DOORJAMB
7,1,0,STORECUPBOARD
7,4,0,TRESSLE_SHELVES|INVERT
7,5,0,SOLIDBRICK|INVERT
7,5,1,FOLDED_TOWEL|INVERT
7,5,2,FOLDED_TOWEL|INVERT
7,6,0,SOLIDBRICK|INVERT
7,9,0,INSET_CORNER
8,1,0,WALLCURVE1
8,9,0,INSET_WALL
9,0,0,STORECUPBOARD
9,9,0,INSET_WALL
ROOM 84,6,6
0,0,0,STORECUPBOARD
0,9,0,INSET_WALL
1,0,0,STORECUPBOARD
1,9,0,INSET_WALL
2,0,0,STORECUPBOARD
2,9,0,INSET_WALL
3,0,0,STORECUPBOARD
3,1,0,SHOWER_PARTITION|INVERT
3,3,0,SHOWER_PARTITION|INVERT
3,8,0,TRESSLE_SHELVES
3,9,0,INSET_WALL
4,0,0,WALL
4,3,0,SHOWER_PARTITION
4,8,0,TRESSLE_SHELVES
4,9,0,INSET_WALL
5,0,0,GRILL
5,3,0,SHOWER_PARTITION
5,6,0,TRESSLE_SHELVES
5,7,0,TRESSLE_SHELVES
5,8,0,TRESSLE_SHELVES
5,9,0,INSET_WALL
6,0,0,WALL
6,3,0,SHOWER_PARTITION
6,6,0,BATHSW
6,8,0,BATHSW
6,9,0,INSET_WALL
7,0,0,GRILL
7,3,0,SHOWER_PARTITION
7,9,0,INSET_WALL
8,0,0,WALL
8,1,0,SHOWER_PARTITION|INVERT
8,2,0,SHOWER_PARTITION|INVERT
8,3,0,DOUBLE_SHOWER|INVERT
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 85,3,3
0,1,1,WALL|INVERT
0,2,1,RED|INVERT
0,3,0,WALL|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,WALL|INVERT
0,6,0,RED|INVERT
0,7,0,WALL|INVERT
0,8,0,RED|INVERT
1,0,1,RED
1,1,0,GLASS_TILE
1,1,1,SOLIDBRICK
1,2,0,GLASS_TILE
1,2,1,SOLIDBRICK
1,3,0,INFO|SPECIAL
1,6,0,SOLIDBRICK
1,9,0,INSET_CORNER
2,0,1,WALL
2,1,0,GLASS_TILE
2,2,0,GLASS_TILE
2,2,1,PLANT
2,6,0,SOLIDBRICK
2,6,1,FOLDED_TOWEL|INVERT
2,9,0,INSET_WALL
3,0,1,RED
3,1,0,GLASS_TILE
3,2,0,STAIRN
3,4,0,SOLIDBRICK
3,5,0,SOLIDBRICK
3,6,0,DOUBLE_SHOWER
3,7,0,SOLIDBRICK
3,7,1,FOLDED_TOWEL|INVERT
3,9,0,INSET_WALL
4,0,1,WALL
4,1,0,GLASS_TILE
4,2,0,STAIRN
4,6,0,SOLIDBRICK
4,6,1,FOLDED_TOWEL|INVERT
4,9,0,INSET_WALL
5,0,1,RED
5,1,0,GLASS_TILE
5,2,0,STAIRN
5,9,0,INSET_WALL
6,0,1,WALL
6,1,0,GLASS_TILE
6,2,0,GLASS_TILE
6,2,1,PLANT
6,3,0,STAIRS
6,4,0,STAIRS
6,5,0,STAIRS
6,6,0,STAIRS
6,7,0,STAIRS
6,8,0,STAIRS
6,9,1,INSET_WALL
7,0,1,RED
7,1,0,GLASS_TILE
7,1,1,SOLIDBRICK
7,2,0,GLASS_TILE
7,2,1,SOLIDBRICK
7,2,2,FOLDED_TOWEL|INVERT
7,3,0,GLASS_TILE
7,4,0,GLASS_TILE
7,5,0,GLASS_TILE
7,6,0,GLASS_TILE
7,7,0,GLASS_TILE
7,8,0,GLASS_TILE
7,9,1,INSET_WALL
8,1,1,INSET_CORNER|INVERT
8,2,1,INSET_WCV2
8,3,0,GLASS_TILE
8,4,0,GLASS_TILE
8,4,1,FOLDED_TOWEL|INVERT
8,5,0,GLASS_TILE
8,5,1,FOLDED_TOWEL|INVERT
8,6,0,GLASS_TILE
8,7,1,INSET_WCV1|INVERT
8,8,1,INSET_WALL|INVERT
9,3,1,INSET_WALL|INVERT
9,4,1,INSET_WALL|INVERT
9,5,1,INSET_WALL|INVERT
9,6,1,INSET_WALL|INVERT
ROOM 96,7,6
0,2,0,WALL|INVERT
0,3,0,RED|INVERT
0,4,0,WALL|INVERT
0,4,2,WINDOW|INVERT
0,5,0,WALL|INVERT
0,5,2,WINDOW|INVERT
0,6,0,WALL|INVERT
0,6,2,WINDOW|INVERT
0,7,0,RED|INVERT
0,8,0,WALL|INVERT
1,1,0,WALL
1,2,0,PLANT
1,8,0,TRESSLE_SHELVES
1,9,0,INSET_CORNER
2,1,0,WALL
2,9,0,INSET_WALL
3,0,0,WALL|INVERT
3,1,0,WALLCURVE1
3,7,0,DESK_LEFT
3,7,1,MONITOR_FRONT
3,9,0,INSET_WALL
4,7,0,DESK_RIGHT
4,8,0,CHAIR_NE
4,9,0,INSET_WALL
5,9,0,INSET_WALL
6,0,0,WALL|INVERT
6,9,0,INSET_WALL
7,1,0,WALLCURVE2|INVERT
7,8,0,PLANT
7,9,0,INSET_WALL
8,1,0,WALL
8,2,0,PLANT
8,5,0,COR_DOOR|INVERT|SPECIAL
8,5,3,DOORJAMB|INVERT
8,7,0,INSET_WCV1|INVERT
8,8,0,INSET_WALL|INVERT
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,6,0,INSET_CORNER|INVERT
ROOM 97,7,6
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,COR_DOOR|INVERT|SPECIAL
0,5,3,DOORJAMB|INVERT
0,6,0,WALL|INVERT
1,2,0,GRILL
1,7,0,INSET_CORNER
2,1,0,GRILL|INVERT
2,2,0,WALLCURVE1|INVERT
2,7,0,INSET_WCV2|INVERT
3,0,0,WALL
3,8,0,INSET_WALL|INVERT
3,9,0,INSET_WALL
4,0,0,LIFT|SPECIAL
4,0,3,DOORJAMB
4,9,0,INSETEDGE
5,0,0,WALL
5,5,0,INFO|SPECIAL
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,0,0,CTRL1
6,9,0,INSET_CORNER
7,0,0,WALL
7,1,0,WALL|INVERT
7,9,0,INSET_WALL
8,2,0,WALLCURVE2|INVERT
8,7,0,INSET_WCV1
8,8,0,INSET_WALL|INVERT
9,2,0,WALL
9,7,0,INSET_WALL
ROOM 98,7,6
0,2,0,WALL
0,7,0,INSET_WCV2|INVERT
1,2,0,RED
1,8,0,INSET_WALL
2,1,0,WALL|INVERT
2,2,0,WALLCURVE1
2,8,0,INSET_WALL
3,0,0,WALL
3,1,0,BATHSW
3,8,0,INSET_WCV2|INVERT
4,0,0,COMPUTERA
4,8,0,SOFA_SW
4,9,0,INSET_WALL
5,0,0,COMPUTERB
5,8,0,SOFA_SW
5,9,0,INSET_WALL
6,0,0,VDU
6,8,0,INSET_WCV1
7,0,0,WALL
7,1,0,SOFA_SW
7,8,0,INSET_WALL
8,1,0,WALLCURVE2
8,7,0,PLANT|INVERT
8,8,0,INSET_WALL
9,2,0,INSET_WCV2
9,7,0,INSET_WCV1
ROOM 99,7,6
0,2,0,WALL
0,7,0,INSET_WCV2|INVERT
1,2,0,RED
1,8,0,INSET_WALL
2,1,0,WALL|INVERT
2,2,0,WALLCURVE1
2,8,0,INSET_WALL
3,0,0,RED
3,8,0,INSET_WALL
4,0,0,WALL
4,5,0,INFO|SPECIAL
4,8,0,INSET_WALL|INVERT
4,9,0,INSETEDGE
5,0,0,WALL
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,0,0,COR_DOOR|SPECIAL
6,0,3,DOORJAMB
6,9,0,INSET_CORNER
7,0,0,WALL
7,1,0,SOFA_SW
7,8,0,INSET_WCV1
8,1,0,WALLCURVE2
8,2,0,SOFA_SW
8,3,0,SOFA_SW
8,5,0,COR_DOOR|INVERT|SPECIAL
8,5,3,DOORJAMB|INVERT
8,8,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,6,0,INSET_CORNER|INVERT
9,7,0,INSET_WALL|INVERT
ROOM 100,6,6
0,2,0,WALL|INVERT
0,3,0,GRILL|INVERT
0,4,0,SHELF|INVERT
0,5,0,COR_DOOR|INVERT|SPECIAL
0,5,3,DOORJAMB|INVERT
0,6,0,GRILL|INVERT
0,7,0,WALL|INVERT
1,1,0,WALLCURVE1|INVERT
1,2,0,PLANT|INVERT
1,8,0,WALLCURVE2|INVERT
2,0,0,WALL
2,1,0,SIDE_CABINET|INVERT
2,7,0,DESK_LEFT
2,7,1,MONITOR_FRONT
2,9,0,INSET_CORNER
3,0,0,WALL
3,1,0,SOFA_SW|INVERT
3,7,0,DESK_RIGHT
3,8,0,CHAIR_NE
3,9,0,INSET_WALL
4,0,0,WALL
4,1,0,SOFA_SW|INVERT
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,SOFA_SW|INVERT
5,8,0,PLANT|INVERT
5,9,0,INSET_WALL
6,0,0,WALL
6,1,0,SIDE_CABINET|INVERT
6,9,0,INSET_WALL
7,0,0,GRILL
7,1,0,SOFA_SW
7,8,0,TRESSLE_SHELVES|INVERT
7,9,0,INSET_WALL
8,1,0,WALLCURVE2
8,2,0,SOFA_SW
8,3,0,SOFA_SW
8,4,0,SOFA_SW
8,9,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WCV2
9,9,0,INSET_WALL
ROOM 101,6,6
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALLCURVE1|INVERT
0,9,0,INSET_WALL
1,0,0,WALL
1,1,0,CHAIR_SE
1,2,0,DESK_LEFT
1,4,0,CHAIR_NE
1,5,0,INSIDEWALL|INVERT
1,9,0,INSET_WALL
2,0,0,GRILL
2,2,0,DESK_RIGHT
2,4,0,CHAIR_NE
2,5,0,CENTRECOLUMN
2,9,0,INSET_WALL
3,0,0,SHELF
3,5,0,SURGERY_DOOR|SPECIAL
3,9,0,INSET_WALL
4,0,0,WALL
4,1,0,INSIDEWALL
4,2,0,INSIDEWALL
4,3,0,INSIDEWALL
4,4,0,INSIDEWALL
4,5,0,CENTRECOLUMN
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,CHAIR_SE
5,2,0,DESK_LEFT
5,4,0,CHAIR_NE
5,5,0,INSIDEWALL|INVERT
5,6,0,PLANT|INVERT
5,9,0,INSET_WALL
6,0,0,GRILL
6,2,0,DESK_RIGHT
6,4,0,CHAIR_NE
6,5,0,CENTRECOLUMN
6,9,0,INSET_WALL
7,0,0,SHELF
7,5,0,SURGERY_DOOR|SPECIAL
7,9,0,INSET_WALL
8,0,0,WALL
8,1,0,FILING_CABINET|INVERT
8,5,0,CENTRECOLUMN|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSIDEWALL|INVERT
9,9,0,INSET_WALL
ROOM 102,6,6
0,1,0,RED|INVERT
0,2,0,WALL|INVERT
0,3,0,GRILL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALLCURVE1
0,9,0,INSET_WALL
1,0,0,WALL
1,1,0,SOFA_SW
1,2,0,SOFA_SW
1,4,0,RESEARCH
1,5,0,TRESSLE_SHELVES|INVERT
1,9,0,INSET_WALL
2,0,0,COMPUTERA
2,3,0,PLANT
2,4,0,RESEARCH
2,5,0,SOFA_SW
2,9,0,INSET_WALL
3,0,0,COMPUTERB
3,2,0,CHAIR_SE
3,3,0,DESK_LEFT
3,4,0,RESEARCH
3,5,0,SOFA_SW
3,9,0,INSET_WALL
4,0,0,SHELF
4,3,0,DESK_RIGHT
4,4,0,RESEARCH
4,5,0,PLANT
4,8,0,CHAIR_NE
4,9,0,INSET_WALL
5,0,0,SHELF
5,4,0,RESEARCH
5,8,0,CHAIR_NE
5,9,0,INSET_WALL
6,0,0,BIG_SCN_L
6,4,0,RESEARCH
6,8,0,CHAIR_NE
6,9,0,INSET_WALL
7,0,0,BIG_SCN_R
7,4,0,INFO|INVERT|SPECIAL
7,9,0,INSET_WALL
8,0,0,WALL
8,1,0,TRESSLE_SHELVES|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WCV2
9,6,0,INSET_WCV1
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 103,6,6
0,2,0,WALL
0,5,0,WALL
1,1,0,RED|INVERT
1,2,0,WALLCURVE1
1,6,0,WALLCURVE2
1,7,0,RED|INVERT
1,8,0,RED|INVERT
2,0,0,WALL
2,1,0,PLANT|INVERT
2,7,0,SOFA_SW
2,8,0,SOFA_SW
2,9,0,INSET_CORNER
3,0,0,CTRL1
3,8,0,SOFA_SW
3,9,0,INSET_WALL
4,0,0,WALL
4,4,0,INFO|INVERT|SPECIAL
4,8,0,SOFA_SW
4,9,0,INSET_WALL
5,0,0,CTRL1
5,8,0,SOFA_SW
5,9,0,INSET_WALL
6,0,0,GRILL
6,8,0,PLANT|INVERT
6,9,0,INSET_WALL
7,1,0,INSET_CORNER|INVERT
7,2,0,INSET_WCV2
7,6,0,INSET_WCV1|INVERT
7,7,0,INSET_WALL|INVERT
7,8,0,INSET_WALL|INVERT
8,3,0,INSET_WALL
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,6,0,INSET_WALL
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
ROOM 104,7,7
0,1,0,SHOWER_PARTITION|INVERT
0,2,0,SHOWER_PARTITION|INVERT
0,3,0,SHOWER_PARTITION|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,GRILL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
1,0,0,SHOWER_PARTITION
1,1,0,SOLIDBRICK
1,3,0,SHOWER_PARTITION
1,5,0,INSET_CORNER
1,6,0,BATHSW|INVERT
1,7,0,BATHSW|INVERT
1,8,0,WALLCURVE2|INVERT
2,0,0,SHOWER_PARTITION
2,1,0,SOLIDBRICK
2,3,0,SHOWER_PARTITION
2,5,0,INSET_WALL
2,9,0,INSET_CORNER
3,0,0,SHOWER_PARTITION
3,1,0,SHOWER_PARTITION|INVERT
3,3,0,DOUBLE_SHOWER
3,5,0,INSET_WCV2|INVERT
3,6,0,CENTRECOLUMN|INVERT
3,7,0,SURGERY_DOOR|INVERT|SPECIAL
3,8,0,CENTRECOLUMN|INVERT
3,9,0,INSET_WALL
4,0,0,SHELF
4,9,0,INSET_WALL
5,0,0,WALL
5,8,0,CHAIR_NE
5,9,0,INSET_WALL
6,0,0,SHELF
6,2,0,BATHSW
6,2,1,SOLIDBRICK
6,3,0,BATHSW
6,3,1,SOLIDBRICK
6,4,0,BATHSW
6,4,1,SOLIDBRICK
6,8,0,CHAIR_NE
6,9,0,INSET_WALL
7,0,0,GRILL
7,7,0,SOLIDBRICK
7,8,0,SOLIDBRICK
7,9,0,INSET_WALL
8,0,0,SHELF
8,9,0,INSET_WALL
9,0,0,RED
9,1,0,TRESSLE_SHELVES
9,9,0,INSET_WALL
ROOM 105,7,7
0,0,0,GRILL
0,1,0,FILING_CABINET|INVERT
0,9,0,INSET_WALL
1,0,0,WALL
1,1,0,FILING_CABINET|INVERT
1,9,0,INSETEDGE
2,0,0,WALL
2,1,0,TRESSLE_SHELVES
2,5,0,INFO|SPECIAL
2,8,0,COR_DOOR|SPECIAL
2,8,3,DOORJAMB
3,0,0,SHELF
3,7,0,SOFA_SW|INVERT
3,8,0,SOFA_SW|INVERT
3,9,0,INSET_CORNER
4,0,0,WALL
4,1,0,INSIDEWALL
4,2,0,INSIDEWALL
4,3,0,CENTRECOLUMN
4,4,0,SURGERY_DOOR|INVERT|SPECIAL
4,5,0,INSIDEWALL
4,6,0,INSIDEWALL
4,8,0,INSIDEWALL
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,CONTROL_UNIT
5,5,0,CONTROL_UNIT|INVERT
5,6,0,SOLIDBRICK
5,6,1,FOLDED_TOWEL|INVERT
5,7,0,CONTROL_UNIT|INVERT
5,8,0,SOLIDBRICK
5,8,1,FOLDED_TOWEL|INVERT
5,9,0,INSET_WALL
6,0,0,RED
6,1,0,SOLIDBRICK
6,1,1,FOLDED_TOWEL
6,2,0,SOLIDBRICK
6,3,0,SOLIDBRICK
6,6,0,SOLIDBRICK
6,8,0,SOLIDBRICK
6,9,0,INSET_WALL
7,0,0,WALL
7,1,0,CONTROL_UNIT
7,6,0,SOLIDBRICK
7,8,0,SOLIDBRICK
7,9,0,INSET_WALL
8,0,0,RED
8,1,0,SOLIDBRICK
8,1,1,FOLDED_TOWEL
8,2,0,SOLIDBRICK
8,2,1,BENES|SPECIAL
8,3,0,FOLDED_TOWEL|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 112,6,6
0,1,0,SHELF|INVERT
0,2,0,WALL|INVERT
0,2,2,WINDOW|INVERT
0,3,0,WALL|INVERT
0,3,2,WINDOW|INVERT
0,4,0,GRILL|INVERT
0,5,0,WALL|INVERT
0,5,2,WINDOW|INVERT
0,6,0,WALL|INVERT
0,7,0,SHOWER_PARTITION|INVERT
0,8,0,SHOWER_PARTITION|INVERT
1,0,0,WALL
1,2,0,SOLIDBRICK|INVERT
1,2,1,FOLDED_TOWEL|INVERT
1,3,0,SOLIDBRICK|INVERT
1,3,1,FOLDED_TOWEL|INVERT
1,4,0,SIDE_CABINET
1,6,0,SHOWER_PARTITION
1,9,0,INSET_CORNER
2,0,0,WALL
2,2,0,SOLIDBRICK|INVERT
2,3,0,SOLIDBRICK|INVERT
2,6,0,SHOWER_PARTITION
2,7,0,SHOWER_PARTITION|INVERT
2,9,0,INSET_WALL
3,0,0,GRILL
3,2,0,SOLIDBRICK|INVERT
3,3,0,SOLIDBRICK|INVERT
3,6,0,SURGERY_DOOR|SPECIAL
3,9,0,INSET_WALL
4,0,0,GRILL
4,7,0,INSET_CORNER
4,9,0,INSET_WALL
5,0,0,VDU
5,5,0,INFO|SPECIAL
5,7,0,INSET_WALL|INVERT
5,8,0,BATHSW|INVERT
5,9,0,INSET_WALL
6,0,0,SHELF
6,7,0,CHAIR_SE|INVERT
6,9,0,INSET_WALL
7,0,0,WALL
7,1,0,SOFA_SW|INVERT
7,7,0,DESK_LEFT|INVERT
7,8,0,DESK_RIGHT|INVERT
7,9,0,INSET_WALL
8,0,0,WALL
8,1,0,SOFA_SW|INVERT
8,2,0,SOFA_SW|INVERT
8,3,0,SOFA_SW|INVERT
8,4,0,PLANT
8,7,0,COR_DOOR|INVERT|SPECIAL
8,7,3,DOORJAMB|INVERT
